Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 72  18    2    428
 72  19    2    436
 72  20    2    444
 72  21    2    452
 72  22    2    460
 72  23    2    468
 72  24    2    476
 72  25    2    484
 72  26    2    492
 72  27    2    500
 72  28    2    508
 72  29    2    516
 72  30    2    524
 72  31    2    532
 72  32    2    540
 72  33    2    548
 72  34    2    556
 72  35    2    564
 72  36    2    572
 72  37    2    580
 72  38    2    588
 72  39    2    596
 73   1    2    296
 73   1    3    444
 73   1    4    592
 73   2    2    304
 73   2    3    462
 73   3    2    312
 73   3    3    480
 73   4    2    320
 73   4    3    498
 73   5    2    328
 73   5    3    516
 73   6    2    336
 73   6    3    534
 73   7    2    344
 73   7    3    552
 73   8    2    352
 73   8    3    570
 73   9    2    360
 73   9    3    588
 73  10    2    368
 73  11    2    376
 73  12    2    384
 73  13    2    392
 73  14    2    400
 73  15    2    408
 73  16    2    416
 73  17    2    424
 73  18    2    432
 73  19    2    440
 73  20    2    448
 73  21    2    456
 73  22    2    464
 73  23    2    472
 73  24    2    480
 73  25    2    488
 73  26    2    496
 73  27    2    504
 73  28    2    512
 73  29    2    520
 73  30    2    528
 73  31    2    536
 73  32    2    544
 73  33    2    552
 73  34    2    560
 73  35    2    568
 73  36    2    576
 73  37    2    584
 73  38    2    592
 74   1    2    300
 74   1    3    450
 74   2    2    308
 74   2    3    468
 74   3    2    316
 74   3    3    486
 74   4    2    324
 74   4    3    504
 74   5    2    332
 74   5    3    522
 74   6    2    340
 74   6    3    540
 74   7    2    348
 74   7    3    558
 74   8    2    356
 74   8    3    576
 74   9    2    364
 74   9    3    594
 74  10    2    372
 74  11    2    380
 74  12    2    388
 74  13    2    396
 74  14    2    404
 74  15    2    412
 74  16    2    420
 74  17    2    428
 74  18    2    436
 74  19    2    444
 74  20    2    452
 74  21    2    460
 74  22    2    468
 74  23    2    476
 74  24    2    484
 74  25    2    492
 74  26    2    500
 74  27    2    508
 74  28    2    516
 74  29    2    524
 74  30    2    532
 74  31    2    540
 74  32    2    548
 74  33    2    556
 74  34    2    564
 74  35    2    572
 74  36    2    580
 74  37    2    588
 74  38    2    596
 75   1    2    304
 75   1    3    456
 75   2    2    312
 75   2    3    474
 75   3    2    320
 75   3    3    492
 75   4    2    328
 75   4    3    510
 75   5    2    336
 75   5    3    528
 75   6    2    344
 75   6    3    546
 75   7    2    352
 75   7    3    564
 75   8    2    360
 75   8    3    582
 75   9    2    368
 75  10    2    376
 75  11    2    384
 75  12    2    392
 75  13    2    400
 75  14    2    408
 75  15    2    416
 75  16    2    424
 75  17    2    432
 75  18    2    440
 75  19    2    448
 75  20    2    456
 75  21    2    464
 75  22    2    472
 75  23    2    480
 75  24    2    488
 75  25    2    496
 75  26    2    504
 75  27    2    512
 75  28    2    520
 75  29    2    528
 75  30    2    536
 75  31    2    544
 75  32    2    552
 75  33    2    560
 75  34    2    568
 75  35    2    576
 75  36    2    584
 75  37    2    592
 76   1    2    308
 76   1    3    462
 76   2    2    316
 76   2    3    480
 76   3    2    324
 76   3    3    498
 76   4    2    332
 76   4    3    516
 76   5    2    340
 76   5    3    534
 76   6    2    348
 76   6    3    552
 76   7    2    356
 76   7    3    570
 76   8    2    364
 76   8    3    588
 76   9    2    372
 76  10    2    380
 76  11    2    388
 76  12    2    396
 76  13    2    404
 76  14    2    412
 76  15    2    420
 76  16    2    428
 76  17    2    436
 76  18    2    444
 76  19    2    452
 76  20    2    460
 76  21    2    468
 76  22    2    476
 76  23    2    484
 76  24    2    492
 76  25    2    500
 76  26    2    508
 76  27    2    516
 76  28    2    524
 76  29    2    532
 76  30    2    540
 76  31    2    548
 76  32    2    556
 76  33    2    564
 76  34    2    572
 76  35    2    580
 76  36    2    588
 76  37    2    596
 77   1    2    312
 77   1    3    468
 77   2    2    320
 77   2    3    486
 77   3    2    328
 77   3    3    504
 77   4    2    336
 77   4    3    522
 77   5    2    344
 77   5    3    540
 77   6    2    352
 77   6    3    558
 77   7    2    360
 77   7    3    576
 77   8    2    368
 77   8    3    594
 77   9    2    376
 77  10    2    384
 77  11    2    392
 77  12    2    400
 77  13    2    408
 77  14    2    416
 77  15    2    424
 77  16    2    432
 77  17    2    440
 77  18    2    448
 77  19    2    456
 77  20    2    464
 77  21    2    472
 77  22    2    480
 77  23    2    488
 77  24    2    496
 77  25    2    504
 77  26    2    512
 77  27    2    520
 77  28    2    528
 77  29    2    536
 77  30    2    544
 77  31    2    552
 77  32    2    560
 77  33    2    568
 77  34    2    576
 77  35    2    584
 77  36    2    592
 78   1    2    316
 78   1    3    474
 78   2    2    324
 78   2    3    492
 78   3    2    332
 78   3    3    510
 78   4    2    340
 78   4    3    528
 78   5    2    348
 78   5    3    546
 78   6    2    356
 78   6    3    564
 78   7    2    364
 78   7    3    582
 78   8    2    372
 78   9    2    380
 78  10    2    388
 78  11    2    396
 78  12    2    404
 78  13    2    412
 78  14    2    420
 78  15    2    428
 78  16    2    436
 78  17    2    444
 78  18    2    452
 78  19    2    460
 78  20    2    468
 78  21    2    476
 78  22    2    484
 78  23    2    492
 78  24    2    500
 78  25    2    508
 78  26    2    516
 78  27    2    524
 78  28    2    532
 78  29    2    540
 78  30    2    548
 78  31    2    556
 78  32    2    564
 78  33    2    572
 78  34    2    580
 78  35    2    588
 78  36    2    596
 79   1    2    320
 79   1    3    480
 79   2    2    328
 79   2    3    498
 79   3    2    336
 79   3    3    516
 79   4    2    344
 79   4    3    534
 79   5    2    352
 79   5    3    552
 79   6    2    360
 79   6    3    570
 79   7    2    368
 79   7    3    588
 79   8    2    376
 79   9    2    384
 79  10    2    392
 79  11    2    400
 79  12    2    408
 79  13    2    416
 79  14    2    424
 79  15    2    432
 79  16    2    440
 79  17    2    448
 79  18    2    456
 79  19    2    464
 79  20    2    472
 79  21    2    480
 79  22    2    488
 79  23    2    496
 79  24    2    504
 79  25    2    512
 79  26    2    520
 79  27    2    528
 79  28    2    536
 79  29    2    544
 79  30    2    552
 79  31    2    560
 79  32    2    568
 79  33    2    576
 79  34    2    584
 79  35    2    592
 80   1    2    324
 80   1    3    486
 80   2    2    332
 80   2    3    504
 80   3    2    340
 80   3    3    522
 80   4    2    348
 80   4    3    540
 80   5    2    356
 80   5    3    558
 80   6    2    364
 80   6    3    576
 80   7    2    372
 80   7    3    594
 80   8    2    380
 80   9    2    388
 80  10    2    396
 80  11    2    404
 80  12    2    412
 80  13    2    420
 80  14    2    428
 80  15    2    436
 80  16    2    444
 80  17    2    452
 80  18    2    460
 80  19    2    468
 80  20    2    476
 80  21    2    484
 80  22    2    492
 80  23    2    500
 80  24    2    508
 80  25    2    516
 80  26    2    524
 80  27    2    532
 80  28    2    540
 80  29    2    548
 80  30    2    556
 80  31    2    564
 80  32    2    572
 80  33    2    580
 80  34    2    588
 80  35    2    596
 81   1    2    328
 81   1    3    492
 81   2    2    336
 81   2    3    510
 81   3    2    344
 81   3    3    528
 81   4    2    352
 81   4    3    546
 81   5    2    360
 81   5    3    564
 81   6    2    368
 81   6    3    582
 81   7    2    376
 81   8    2    384
 81   9    2    392
 81  10    2    400
 81  11    2    408
 81  12    2    416
 81  13    2    424
 81  14    2    432
 81  15    2    440
 81  16    2    448
 81  17    2    456
 81  18    2    464
 81  19    2    472
 81  20    2    480
 81  21    2    488
 81  22    2    496
 81  23    2    504
 81  24    2    512
 81  25    2    520
 81  26    2    528
 81  27    2    536
 81  28    2    544
 81  29    2    552
 81  30    2    560
 81  31    2    568
 81  32    2    576
 81  33    2    584
 81  34    2    592
 82   1    2    332
 82   1    3    498
 82   2    2    340
 82   2    3    516
 82   3    2    348
 82   3    3    534
 82   4    2    356
 82   4    3    552
 82   5    2    364
 82   5    3    570
 82   6    2    372
 82   6    3    588
 82   7    2    380
 82   8    2    388
 82   9    2    396
 82  10    2    404
 82  11    2    412
 82  12    2    420
 82  13    2    428
 82  14    2    436
 82  15    2    444
 82  16    2    452
 82  17    2    460
 82  18    2    468
 82  19    2    476
 82  20    2    484
 82  21    2    492
 82  22    2    500
 82  23    2    508
 82  24    2    516
 82  25    2    524
 82  26    2    532
 82  27    2    540
 82  28    2    548
 82  29    2    556
 82  30    2    564
 82  31    2    572
 82  32    2    580
 82  33    2    588
 82  34    2    596
 83   1    2    336
 83   1    3    504
 83   2    2    344
 83   2    3    522
 83   3    2    352
 83   3    3    540
 83   4    2    360
 83   4    3    558
 83   5    2    368
 83   5    3    576
 83   6    2    376
 83   6    3    594
 83   7    2    384
 83   8    2    392
 83   9    2    400
 83  10    2    408
 83  11    2    416
 83  12    2    424
 83  13    2    432
 83  14    2    440
 83  15    2    448
 83  16    2    456
 83  17    2    464
 83  18    2    472
 83  19    2    480
 83  20    2    488
 83  21    2    496
 83  22    2    504
 83  23    2    512
 83  24    2    520
 83  25    2    528
 83  26    2    536
 83  27    2    544
 83  28    2    552
 83  29    2    560
 83  30    2    568
 83  31    2    576
 83  32    2    584
 83  33    2    592
 84   1    2    340
 84   1    3    510
 84   2    2    348
 84   2    3    528
 84   3    2    356
 84   3    3    546
 84   4    2    364
 84   4    3    564
 84   5    2    372
 84   5    3    582
 84   6    2    380
 84   7    2    388
 84   8    2    396
 84   9    2    404
 84  10    2    412
 84  11    2    420
 84  12    2    428
 84  13    2    436
 84  14    2    444
 84  15    2    452
 84  16    2    460
 84  17    2    468
 84  18    2    476
 84  19    2    484
 84  20    2    492
 84  21    2    500
 84  22    2    508
 84  23    2    516
 84  24    2    524
 84  25    2    532
 84  26    2    540
 84  27    2    548
 84  28    2    556
 84  29    2    564
 84  30    2    572
 84  31    2    580
 84  32    2    588
 84  33    2    596
 85   1    2    344
 85   1    3    516
 85   2    2    352
 85   2    3    534
 85   3    2    360
 85   3    3    552
 85   4    2    368
 85   4    3    570
 85   5    2    376
 85   5    3    588
 85   6    2    384
 85   7    2    392
 85   8    2    400
 85   9    2    408
 85  10    2    416
 85  11    2    424
 85  12    2    432
 85  13    2    440
 85  14    2    448
 85  15    2    456
 85  16    2    464
 85  17    2    472
 85  18    2    480
 85  19    2    488
 85  20    2    496
 85  21    2    504
 85  22    2    512
 85  23    2    520
 85  24    2    528
 85  25    2    536
 85  26    2    544
 85  27    2    552
 85  28    2    560
 85  29    2    568
 85  30    2    576
 85  31    2    584
 85  32    2    592
 86   1    2    348
 86   1    3    522
 86   2    2    356
 86   2    3    540
 86   3    2    364
 86   3    3    558
 86   4    2    372
 86   4    3    576
 86   5    2    380
 86   5    3    594
 86   6    2    388
 86   7    2    396
 86   8    2    404
 86   9    2    412
 86  10    2    420
 86  11    2    428
 86  12    2    436
 86  13    2    444
 86  14    2    452
